run_accession,te,reads,reads_in_file,reads_mapped
SRR11846559,G5A,6332,26530607,2644305
SRR11846559,Transpac,20157,26530607,2644305
SRR11846559,copia,25635,26530607,2644305
SRR11846559,rover,19395,26530607,2644305
SRR11846559,Cr1a,85722,26530607,2644305
SRR11846559,S2,3340,26530607,2644305
SRR11846559,gypsy,14497,26530607,2644305
SRR11846559,Helitron,65,26530607,2644305
SRR11846559,Dbuz:ISBu2,13,26530607,2644305
SRR11846559,McClintock,12360,26530607,2644305
SRR11846559,Dm88,17715,26530607,2644305
SRR11846559,1360,67327,26530607,2644305
SRR11846559,diver,18558,26530607,2644305
SRR11846559,Stalker,35014,26530607,2644305
SRR11846559,INE-1,11099,26530607,2644305
SRR11846559,Dvir:Tv1,35,26530607,2644305
SRR11846559,TAHRE,4549,26530607,2644305
SRR11846559,BS,13665,26530607,2644305
SRR11846559,Dsub:GEM,322,26530607,2644305
SRR11846559,412,76830,26530607,2644305
SRR11846559,Doc4-element,4096,26530607,2644305
SRR11846559,diver2,13712,26530607,2644305
SRR11846559,Max-element,29066,26530607,2644305
SRR11846559,F-element,104717,26530607,2644305
SRR11846559,Fw2,3124,26530607,2644305
SRR11846559,Fw3,1980,26530607,2644305
SRR11846559,Burdock,13158,26530607,2644305
SRR11846559,Dvir:TART,1774,26530607,2644305
SRR11846559,Tc1-2,5368,26530607,2644305
SRR11846559,blood,27947,26530607,2644305
SRR11846559,Dtak:R1A2,1,26530607,2644305
SRR11846559,TART-A,122,26530607,2644305
SRR11846559,Dbuz:BuT3,10,26530607,2644305
SRR11846559,TART-C,33,26530607,2644305
SRR11846559,Dnet:R1A,6,26530607,2644305
SRR11846559,TART-B,1617,26530607,2644305
SRR11846559,Dbuz:BuT6,37,26530607,2644305
SRR11846559,17.6,37291,26530607,2644305
SRR11846559,X-element,19980,26530607,2644305
SRR11846559,R1A1-element,277000,26530607,2644305
SRR11846559,I-element,37152,26530607,2644305
SRR11846559,Tc1,7535,26530607,2644305
SRR11846559,Tc3,1538,26530607,2644305
SRR11846559,Doc3-element,27098,26530607,2644305
SRR11846559,Dbuz:INE-1,132,26530607,2644305
SRR11846559,rooA,18429,26530607,2644305
SRR11846559,Dfun:Isfun-1,64,26530607,2644305
SRR11846559,Q-element,1352,26530607,2644305
SRR11846559,frogger,1556,26530607,2644305
SRR11846559,accord2,11090,26530607,2644305
SRR11846559,NOF,12256,26530607,2644305
SRR11846559,hobo,19215,26530607,2644305
SRR11846559,P-element,1,26530607,2644305
SRR11846559,baggins,40597,26530607,2644305
SRR11846559,Dyak:TART,2,26530607,2644305
SRR11846559,gypsy2,14622,26530607,2644305
SRR11846559,gypsy3,7829,26530607,2644305
SRR11846559,mdg3,21355,26530607,2644305
SRR11846559,gypsy4,27593,26530607,2644305
SRR11846559,gypsy5,4205,26530607,2644305
SRR11846559,mdg1,58941,26530607,2644305
SRR11846559,gypsy6,15789,26530607,2644305
SRR11846559,gypsy7,8752,26530607,2644305
SRR11846559,Ddip:Bari1,715,26530607,2644305
SRR11846559,gypsy8,4805,26530607,2644305
SRR11846559,gypsy9,2848,26530607,2644305
SRR11846559,Stalker4,44908,26530607,2644305
SRR11846559,Dyak:HeT-A,3,26530607,2644305
SRR11846559,Stalker2,24660,26530607,2644305
SRR11846559,gypsy11,2340,26530607,2644305
SRR11846559,Dsim:ninja,6306,26530607,2644305
SRR11846559,Stalker3,1594,26530607,2644305
SRR11846559,gypsy12,13973,26530607,2644305
SRR11846559,Dmir:spock,1,26530607,2644305
SRR11846559,FB,49698,26530607,2644305
SRR11846559,Damb:P-element_T,61,26530607,2644305
SRR11846559,3S18,14037,26530607,2644305
SRR11846559,Ivk,22734,26530607,2644305
SRR11846559,gypsy10,8546,26530607,2644305
SRR11846559,aurora-element,5863,26530607,2644305
SRR11846559,transib1,2027,26530607,2644305
SRR11846559,transib2,9284,26530607,2644305
SRR11846559,transib3,4317,26530607,2644305
SRR11846559,G2,10775,26530607,2644305
SRR11846559,transib4,1974,26530607,2644305
SRR11846559,G3,2593,26530607,2644305
SRR11846559,jockey,26968,26530607,2644305
SRR11846559,flea,16442,26530607,2644305
SRR11846559,G4,8621,26530607,2644305
SRR11846559,G5,8484,26530607,2644305
SRR11846559,G6,4450,26530607,2644305
SRR11846559,297,63239,26530607,2644305
SRR11846559,G7,364,26530607,2644305
SRR11846559,HMS-Beagle,30300,26530607,2644305
SRR11846559,roo,218594,26530607,2644305
SRR11846559,Bari2,444,26530607,2644305
SRR11846559,Bari1,14189,26530607,2644305
SRR11846559,Tabor,11654,26530607,2644305
SRR11846559,Porto1,13360,26530607,2644305
SRR11846559,looper1,1164,26530607,2644305
SRR11846559,Doc2-element,16851,26530607,2644305
SRR11846559,Dpse:mini-me,92,26530607,2644305
SRR11846559,Dbuz:Kepler,7205,26530607,2644305
SRR11846559,mariner2,2968,26530607,2644305
SRR11846559,Quasimodo,58065,26530607,2644305
SRR11846559,accord,8750,26530607,2644305
SRR11846559,GATE,36371,26530607,2644305
SRR11846559,HeT-A,6234,26530607,2644305
SRR11846559,Circe,37653,26530607,2644305
SRR11846559,invader3,12300,26530607,2644305
SRR11846559,invader4,10356,26530607,2644305
SRR11846559,HB,6701,26530607,2644305
SRR11846559,invader1,15784,26530607,2644305
SRR11846559,invader2,25551,26530607,2644305
SRR11846559,Juan,12151,26530607,2644305
SRR11846559,HMS-Beagle2,16969,26530607,2644305
SRR11846559,hopper,6946,26530607,2644305
SRR11846559,micropia,17516,26530607,2644305
SRR11846559,Dana:Tom,2888,26530607,2644305
SRR11846559,invader5,1307,26530607,2644305
SRR11846559,invader6,3607,26530607,2644305
SRR1663567,Dmel_rpl32,504,19506457,1755588
SRR1663567,Dmel_rhi,1162,19506457,1755588
SRR1663567,Dmel_tj,945,19506457,1755588
SRR1663567,BS4,184,19506457,1755588
SRR1663567,BS3,3610,19506457,1755588
SRR1663567,G-element,6763,19506457,1755588
SRR1663567,ZAM,8070,19506457,1755588
SRR1663567,Idefix,33763,19506457,1755588
SRR1663567,opus,18301,19506457,1755588
SRR1663567,jockey2,2660,19506457,1755588
SRR1663567,1731,6148,19506457,1755588
SRR1663567,pogo,5699,19506457,1755588
SRR1663567,Rt1c,4560,19506457,1755588
SRR1663567,R2-element,20373,19506457,1755588
SRR1663567,Rt1b,33263,19506457,1755588
SRR1663567,Rt1a,10915,19506457,1755588
SRR1663567,Helena,1346,19506457,1755588
SRR1663567,Tom1,605,19506457,1755588
SRR1663567,Doc,47963,19506457,1755588
SRR1663567,Dtei:I-element,821,19506457,1755588
SRR1663567,springer,5712,19506457,1755588
SRR1663567,Tirant,7479,19506457,1755588
SRR1663567,Osvaldo,671,19506457,1755588
SRR1663567,Dhyd:Minos,53,19506457,1755588
SRR1663567,Dsub:SGM,17,19506457,1755588
SRR1663567,R1-2,971,19506457,1755588
SRR1663567,S-element,11165,19506457,1755588
SRR1663567,gtwin,5651,19506457,1755588
SRR1663567,hopper2,1426,19506457,1755588
SRR1663567,Dvir:Helena,16202,19506457,1755588
SRR1663567,G5A,4265,19506457,1755588
SRR1663567,Transpac,15815,19506457,1755588
SRR1663567,copia,24144,19506457,1755588
SRR1663567,rover,9931,19506457,1755588
SRR1663567,Cr1a,62770,19506457,1755588
SRR1663567,S2,2205,19506457,1755588
SRR1663567,gypsy,6368,19506457,1755588
SRR1663567,Helitron,58,19506457,1755588
SRR1663567,Dbuz:ISBu2,9,19506457,1755588
SRR1663567,McClintock,10933,19506457,1755588
SRR1663567,Dm88,8300,19506457,1755588
SRR1663567,1360,49069,19506457,1755588
SRR1663567,diver,10359,19506457,1755588
SRR1663567,Stalker,26268,19506457,1755588
SRR1663567,INE-1,7823,19506457,1755588
SRR1663567,Dvir:Tv1,25,19506457,1755588
SRR1663567,TAHRE,8900,19506457,1755588
SRR1663567,BS,9167,19506457,1755588
SRR1663567,Dsub:GEM,224,19506457,1755588
SRR1663567,412,35468,19506457,1755588
SRR1663567,Doc4-element,2895,19506457,1755588
SRR1663567,diver2,9045,19506457,1755588
SRR1663567,Max-element,16421,19506457,1755588
SRR1663567,F-element,71053,19506457,1755588
SRR1663567,Fw2,2222,19506457,1755588
SRR1663567,Fw3,1787,19506457,1755588
SRR1663567,Burdock,18159,19506457,1755588
SRR1663567,Dvir:TART,584,19506457,1755588
SRR1663567,Tc1-2,3974,19506457,1755588
SRR1663567,blood,32320,19506457,1755588
SRR1663567,Dtak:R1A2,2,19506457,1755588
SRR1663567,TART-A,6160,19506457,1755588
SRR1663567,Dbuz:BuT3,4,19506457,1755588
SRR1663567,TART-C,234,19506457,1755588
SRR1663567,Dnet:R1A,1,19506457,1755588
SRR1663567,TART-B,1668,19506457,1755588
SRR1663567,Dbuz:BuT6,10,19506457,1755588
SRR1663567,17.6,29291,19506457,1755588
SRR1663567,X-element,11411,19506457,1755588
SRR1663567,R1A1-element,115124,19506457,1755588
SRR1663567,I-element,33251,19506457,1755588
SRR1663567,Tc1,6090,19506457,1755588
SRR1663567,Tc3,1266,19506457,1755588
SRR1663567,Doc3-element,19724,19506457,1755588
SRR1663567,Dbuz:INE-1,100,19506457,1755588
SRR1663567,rooA,14602,19506457,1755588
SRR1663567,Dfun:Isfun-1,39,19506457,1755588
SRR1663567,Q-element,988,19506457,1755588
SRR1663567,frogger,1210,19506457,1755588
SRR1663567,accord2,8874,19506457,1755588
SRR1663567,NOF,529,19506457,1755588
SRR1663567,hobo,13524,19506457,1755588
SRR1663567,P-element,7816,19506457,1755588
SRR1663567,baggins,29810,19506457,1755588
SRR1663567,Dyak:TART,42,19506457,1755588
SRR1663567,gypsy2,9898,19506457,1755588
SRR1663567,gypsy3,5600,19506457,1755588
SRR1663567,mdg3,12290,19506457,1755588
SRR1663567,gypsy4,20305,19506457,1755588
SRR1663567,gypsy5,4385,19506457,1755588
SRR1663567,mdg1,31512,19506457,1755588
SRR1663567,gypsy6,12849,19506457,1755588
SRR1663567,gypsy7,6074,19506457,1755588
SRR1663567,Ddip:Bari1,600,19506457,1755588
SRR1663567,gypsy8,2889,19506457,1755588
SRR1663567,gypsy9,2012,19506457,1755588
SRR1663567,Stalker4,33717,19506457,1755588
SRR1663567,Stalker2,11456,19506457,1755588
SRR1663567,gypsy11,1671,19506457,1755588
SRR1663567,Dsim:ninja,3930,19506457,1755588
SRR1663567,Stalker3,833,19506457,1755588
SRR1663567,gypsy12,9625,19506457,1755588
SRR1663567,FB,11732,19506457,1755588
SRR1663567,Damb:P-element_T,34,19506457,1755588
SRR1663567,3S18,11743,19506457,1755588
SRR1663567,Ivk,16538,19506457,1755588
SRR1663567,gypsy10,5813,19506457,1755588
SRR1663567,Dsil:Loa,1,19506457,1755588
SRR1663567,aurora-element,3423,19506457,1755588
SRR1663567,transib1,1365,19506457,1755588
SRR1663567,transib2,7604,19506457,1755588
SRR1663567,transib3,3216,19506457,1755588
SRR1663567,G2,5019,19506457,1755588
SRR1663567,transib4,1360,19506457,1755588
SRR1663567,G3,1900,19506457,1755588
SRR1663567,jockey,20592,19506457,1755588
SRR1663567,flea,12142,19506457,1755588
SRR1663567,G4,7219,19506457,1755588
SRR1663567,G5,6263,19506457,1755588
SRR1663567,G6,2351,19506457,1755588
SRR1663567,297,46216,19506457,1755588
SRR1663567,G7,206,19506457,1755588
SRR1663567,HMS-Beagle,16697,19506457,1755588
SRR1663567,roo,147513,19506457,1755588
SRR1663567,Bari2,334,19506457,1755588
SRR1663567,Bari1,8737,19506457,1755588
SRR1663567,Tabor,10779,19506457,1755588
SRR1663567,Porto1,9391,19506457,1755588
SRR1663567,looper1,896,19506457,1755588
SRR1663567,Doc2-element,12116,19506457,1755588
SRR1663567,Dvir:Penelope,1,19506457,1755588
SRR1663567,Dpse:mini-me,65,19506457,1755588
SRR1663567,Dbuz:Kepler,1004,19506457,1755588
SRR1663567,mariner2,2137,19506457,1755588
SRR1663567,Quasimodo,33219,19506457,1755588
SRR1663567,accord,9328,19506457,1755588
SRR1663567,GATE,24441,19506457,1755588
SRR1663567,HeT-A,11059,19506457,1755588
SRR1663567,Circe,26416,19506457,1755588
SRR1663567,invader3,6717,19506457,1755588
SRR1663567,invader4,5630,19506457,1755588
SRR1663567,HB,5331,19506457,1755588
SRR1663567,invader1,10527,19506457,1755588
SRR1663567,invader2,19516,19506457,1755588
SRR1663567,Juan,7301,19506457,1755588
SRR1663567,HMS-Beagle2,16294,19506457,1755588
SRR1663567,hopper,7120,19506457,1755588
SRR1663567,micropia,10117,19506457,1755588
SRR1663567,Dana:Tom,5644,19506457,1755588
SRR1663567,invader5,1000,19506457,1755588
SRR1663567,invader6,2542,19506457,1755588
SRR1663530,Dmel_rpl32,713,20462908,2082999
SRR1663530,Dmel_rhi,1370,20462908,2082999
SRR1663530,Dmel_tj,928,20462908,2082999
SRR1663530,BS4,196,20462908,2082999
SRR1663530,BS3,4666,20462908,2082999
SRR1663530,G-element,5674,20462908,2082999
SRR1663530,ZAM,7798,20462908,2082999
SRR1663530,Idefix,31974,20462908,2082999
SRR1663530,opus,29909,20462908,2082999
SRR1663530,jockey2,3370,20462908,2082999
SRR1663530,1731,9473,20462908,2082999
SRR1663530,pogo,8794,20462908,2082999
SRR1663530,Rt1c,5732,20462908,2082999
SRR1663530,R2-element,18069,20462908,2082999
SRR1663530,Rt1b,35981,20462908,2082999
SRR1663530,Rt1a,16331,20462908,2082999
SRR1663530,Helena,1492,20462908,2082999
SRR1663530,Tom1,559,20462908,2082999
SRR1663530,Doc,51635,20462908,2082999
SRR1663530,Dtei:I-element,939,20462908,2082999
SRR1663530,springer,11483,20462908,2082999
SRR1663530,Tirant,14837,20462908,2082999
SRR1663530,Osvaldo,934,20462908,2082999
SRR1663530,Dhyd:Minos,70,20462908,2082999
SRR1663530,Dsub:SGM,20,20462908,2082999
SRR1663530,R1-2,1527,20462908,2082999
SRR1663530,S-element,8218,20462908,2082999
SRR1663530,gtwin,7113,20462908,2082999
SRR1663530,hopper2,1564,20462908,2082999
SRR1663530,Dvir:Helena,11693,20462908,2082999
SRR1663530,G5A,4975,20462908,2082999
SRR1663530,Transpac,22107,20462908,2082999
SRR1663530,copia,26041,20462908,2082999
SRR1663530,rover,10664,20462908,2082999
SRR1663530,Cr1a,69502,20462908,2082999
SRR1663530,S2,2106,20462908,2082999
SRR1663530,gypsy,11557,20462908,2082999
SRR1663530,Helitron,69,20462908,2082999
SRR1663530,Dbuz:ISBu2,7,20462908,2082999
SRR1663530,McClintock,13118,20462908,2082999
SRR1663530,Dm88,14232,20462908,2082999
SRR1663530,1360,43435,20462908,2082999
SRR1663530,diver,14345,20462908,2082999
SRR1663530,Stalker,27199,20462908,2082999
SRR1663530,INE-1,7799,20462908,2082999
SRR1663530,Dvir:Tv1,42,20462908,2082999
SRR1663530,TAHRE,20015,20462908,2082999
SRR1663530,BS,13324,20462908,2082999
SRR1663530,Dsub:GEM,201,20462908,2082999
SRR1663530,412,40118,20462908,2082999
SRR1663530,Doc4-element,3992,20462908,2082999
SRR1663530,diver2,12086,20462908,2082999
SRR1663530,Max-element,28545,20462908,2082999
SRR1663530,F-element,94288,20462908,2082999
SRR1663530,Fw2,2764,20462908,2082999
SRR1663530,Fw3,1784,20462908,2082999
SRR1663530,Burdock,17031,20462908,2082999
SRR1663530,Dvir:TART,787,20462908,2082999
SRR1663530,Tc1-2,3697,20462908,2082999
SRR1663530,blood,23259,20462908,2082999
SRR1663530,Dtak:R1A2,1,20462908,2082999
SRR1663530,TART-A,2730,20462908,2082999
SRR1663530,Dbuz:BuT3,7,20462908,2082999
SRR1663530,TART-C,3211,20462908,2082999
SRR1663530,Dnet:R1A,2,20462908,2082999
SRR1663530,TART-B,1878,20462908,2082999
SRR1663530,Dbuz:BuT6,35,20462908,2082999
SRR1663530,17.6,29949,20462908,2082999
SRR1663530,X-element,17427,20462908,2082999
SRR1663530,R1A1-element,218146,20462908,2082999
SRR1663530,I-element,32711,20462908,2082999
SRR1663530,Tc1,6487,20462908,2082999
SRR1663530,Tc3,1139,20462908,2082999
SRR1663530,Doc3-element,26534,20462908,2082999
SRR1663530,Dbuz:INE-1,95,20462908,2082999
SRR1663530,rooA,17320,20462908,2082999
SRR1663530,Dfun:Isfun-1,38,20462908,2082999
SRR1663530,Q-element,1113,20462908,2082999
SRR1663530,frogger,1350,20462908,2082999
SRR1663530,accord2,12630,20462908,2082999
SRR1663530,NOF,711,20462908,2082999
SRR1663530,hobo,17154,20462908,2082999
SRR1663530,P-element,8642,20462908,2082999
SRR1663530,baggins,35865,20462908,2082999
SRR1663530,Dyak:TART,1501,20462908,2082999
SRR1663530,gypsy2,12002,20462908,2082999
SRR1663530,gypsy3,6670,20462908,2082999
SRR1663530,mdg3,14053,20462908,2082999
SRR1663530,gypsy4,22912,20462908,2082999
SRR1663530,gypsy5,4966,20462908,2082999
SRR1663530,mdg1,26101,20462908,2082999
SRR1663530,gypsy6,13484,20462908,2082999
SRR1663530,gypsy7,7197,20462908,2082999
SRR1663530,Ddip:Bari1,576,20462908,2082999
SRR1663530,gypsy8,3664,20462908,2082999
SRR1663530,gypsy9,2835,20462908,2082999
SRR1663530,Stalker4,34491,20462908,2082999
SRR1663530,Stalker2,10074,20462908,2082999
SRR1663530,gypsy11,1581,20462908,2082999
SRR1663530,Dsim:ninja,4989,20462908,2082999
SRR1663530,Stalker3,1230,20462908,2082999
SRR1663530,gypsy12,11440,20462908,2082999
SRR1663530,FB,9644,20462908,2082999
SRR1663530,Damb:P-element_T,44,20462908,2082999
SRR1663530,3S18,15870,20462908,2082999
SRR1663530,Ivk,17615,20462908,2082999
SRR1663530,gypsy10,6479,20462908,2082999
SRR1663530,aurora-element,3982,20462908,2082999
SRR1663530,transib1,1324,20462908,2082999
SRR1663530,transib2,8420,20462908,2082999
SRR1663530,transib3,3125,20462908,2082999
SRR1663530,G2,9889,20462908,2082999
SRR1663530,transib4,1705,20462908,2082999
SRR1663530,G3,2070,20462908,2082999
SRR1663530,jockey,21219,20462908,2082999
SRR1663530,flea,18732,20462908,2082999
SRR1663530,G4,7785,20462908,2082999
SRR1663530,G5,8267,20462908,2082999
SRR1663530,G6,4536,20462908,2082999
SRR1663530,297,40960,20462908,2082999
SRR1663530,G7,274,20462908,2082999
SRR1663530,HMS-Beagle,24559,20462908,2082999
SRR1663530,roo,148475,20462908,2082999
SRR1663530,Bari2,369,20462908,2082999
SRR1663530,Bari1,10950,20462908,2082999
SRR1663530,Tabor,16919,20462908,2082999
SRR1663530,Porto1,11290,20462908,2082999
SRR1663530,looper1,820,20462908,2082999
SRR1663530,Doc2-element,14390,20462908,2082999
SRR1663530,Dvir:Penelope,3,20462908,2082999
SRR1663530,Dpse:mini-me,114,20462908,2082999
SRR1663530,Dbuz:Kepler,417,20462908,2082999
SRR1663530,mariner2,2335,20462908,2082999
SRR1663530,Quasimodo,28523,20462908,2082999
SRR1663530,accord,12719,20462908,2082999
SRR1663530,GATE,29442,20462908,2082999
SRR1663530,HeT-A,21782,20462908,2082999
SRR1663530,Circe,34891,20462908,2082999
SRR1663530,invader3,10005,20462908,2082999
SRR1663530,invader4,7088,20462908,2082999
SRR1663530,HB,5458,20462908,2082999
SRR1663530,invader1,11883,20462908,2082999
SRR1663530,invader2,19075,20462908,2082999
SRR1663530,Juan,6730,20462908,2082999
SRR1663530,HMS-Beagle2,14233,20462908,2082999
SRR1663530,hopper,3319,20462908,2082999
SRR1663530,micropia,19831,20462908,2082999
SRR1663530,Dana:Tom,3489,20462908,2082999
SRR1663530,invader5,1241,20462908,2082999
SRR1663530,invader6,3617,20462908,2082999
SRR1663554,Dmel_rpl32,355,17187981,1756715
SRR1663554,Dmel_rhi,1196,17187981,1756715
SRR1663554,Dmel_tj,774,17187981,1756715
SRR1663554,BS4,176,17187981,1756715
SRR1663554,BS3,3178,17187981,1756715
SRR1663554,G-element,3559,17187981,1756715
SRR1663554,ZAM,10018,17187981,1756715
SRR1663554,Idefix,36419,17187981,1756715
SRR1663554,opus,25647,17187981,1756715
SRR1663554,jockey2,3097,17187981,1756715
SRR1663554,1731,8456,17187981,1756715
SRR1663554,pogo,6964,17187981,1756715
SRR1663554,Rt1c,2916,17187981,1756715
SRR1663554,R2-element,15470,17187981,1756715
SRR1663554,Rt1b,17722,17187981,1756715
SRR1663554,Rt1a,8676,17187981,1756715
SRR1663554,Helena,1377,17187981,1756715
SRR1663554,Tom1,571,17187981,1756715
SRR1663554,Doc,43265,17187981,1756715
SRR1663554,Dtei:I-element,1028,17187981,1756715
SRR1663554,springer,5555,17187981,1756715
SRR1663554,Tirant,15371,17187981,1756715
SRR1663554,Osvaldo,467,17187981,1756715
SRR1663554,Dhyd:Minos,66,17187981,1756715
SRR1663554,Dsub:SGM,13,17187981,1756715
SRR1663554,R1-2,834,17187981,1756715
SRR1663554,S-element,9323,17187981,1756715
SRR1663554,gtwin,3279,17187981,1756715
SRR1663554,hopper2,2643,17187981,1756715
SRR1663554,Dvir:Helena,210,17187981,1756715
SRR1663554,G5A,4394,17187981,1756715
SRR1663554,Transpac,15996,17187981,1756715
SRR1663554,copia,17108,17187981,1756715
SRR1663554,rover,21231,17187981,1756715
SRR1663554,Cr1a,69881,17187981,1756715
SRR1663554,S2,2384,17187981,1756715
SRR1663554,gypsy,8027,17187981,1756715
SRR1663554,Helitron,66,17187981,1756715
SRR1663554,Dbuz:ISBu2,9,17187981,1756715
SRR1663554,McClintock,9839,17187981,1756715
SRR1663554,Dm88,13251,17187981,1756715
SRR1663554,1360,47376,17187981,1756715
SRR1663554,diver,10454,17187981,1756715
SRR1663554,Stalker,30239,17187981,1756715
SRR1663554,INE-1,8260,17187981,1756715
SRR1663554,Dvir:Tv1,41,17187981,1756715
SRR1663554,TAHRE,13887,17187981,1756715
SRR1663554,BS,9640,17187981,1756715
SRR1663554,Dsub:GEM,145,17187981,1756715
SRR1663554,412,27919,17187981,1756715
SRR1663554,Doc4-element,3249,17187981,1756715
SRR1663554,diver2,8501,17187981,1756715
SRR1663554,Max-element,15332,17187981,1756715
SRR1663554,F-element,65035,17187981,1756715
SRR1663554,Fw2,2688,17187981,1756715
SRR1663554,Fw3,1339,17187981,1756715
SRR1663554,Burdock,17549,17187981,1756715
SRR1663554,Dvir:TART,139,17187981,1756715
SRR1663554,Tc1-2,4565,17187981,1756715
SRR1663554,blood,18572,17187981,1756715
SRR1663554,TART-A,2929,17187981,1756715
SRR1663554,Dbuz:BuT3,5,17187981,1756715
SRR1663554,TART-C,2047,17187981,1756715
SRR1663554,TART-B,3174,17187981,1756715
SRR1663554,Dbuz:BuT6,22,17187981,1756715
SRR1663554,17.6,31749,17187981,1756715
SRR1663554,X-element,8343,17187981,1756715
SRR1663554,R1A1-element,89817,17187981,1756715
SRR1663554,I-element,34421,17187981,1756715
SRR1663554,Tc1,6723,17187981,1756715
SRR1663554,Tc3,1253,17187981,1756715
SRR1663554,Doc3-element,20335,17187981,1756715
SRR1663554,Dbuz:INE-1,93,17187981,1756715
SRR1663554,rooA,17278,17187981,1756715
SRR1663554,Dfun:Isfun-1,38,17187981,1756715
SRR1663554,Q-element,1299,17187981,1756715
SRR1663554,frogger,1104,17187981,1756715
SRR1663554,accord2,9087,17187981,1756715
SRR1663554,NOF,1323,17187981,1756715
SRR1663554,hobo,7827,17187981,1756715
SRR1663554,P-element,4497,17187981,1756715
SRR1663554,baggins,29635,17187981,1756715
SRR1663554,Dyak:TART,1102,17187981,1756715
SRR1663554,gypsy2,8733,17187981,1756715
SRR1663554,gypsy3,4527,17187981,1756715
SRR1663554,mdg3,11623,17187981,1756715
SRR1663554,gypsy4,21695,17187981,1756715
SRR1663554,gypsy5,3661,17187981,1756715
SRR1663554,mdg1,34252,17187981,1756715
SRR1663554,gypsy6,10438,17187981,1756715
SRR1663554,gypsy7,6866,17187981,1756715
SRR1663554,Ddip:Bari1,590,17187981,1756715
SRR1663554,gypsy8,1950,17187981,1756715
SRR1663554,gypsy9,2619,17187981,1756715
SRR1663554,Stalker4,38196,17187981,1756715
SRR1663554,Stalker2,15922,17187981,1756715
SRR1663554,gypsy11,1662,17187981,1756715
SRR1663554,Dsim:ninja,1967,17187981,1756715
SRR1663554,Stalker3,910,17187981,1756715
SRR1663554,gypsy12,9276,17187981,1756715
SRR1663554,FB,9594,17187981,1756715
SRR1663554,Damb:P-element_T,28,17187981,1756715
SRR1663554,3S18,11028,17187981,1756715
SRR1663554,Ivk,19948,17187981,1756715
SRR1663554,gypsy10,6884,17187981,1756715
SRR1663554,aurora-element,1795,17187981,1756715
SRR1663554,transib1,1631,17187981,1756715
SRR1663554,transib2,9078,17187981,1756715
SRR1663554,transib3,3315,17187981,1756715
SRR1663554,G2,5872,17187981,1756715
SRR1663554,transib4,1842,17187981,1756715
SRR1663554,G3,2197,17187981,1756715
SRR1663554,jockey,18619,17187981,1756715
SRR1663554,flea,13025,17187981,1756715
SRR1663554,G4,8065,17187981,1756715
SRR1663554,G5,5572,17187981,1756715
SRR1663554,G6,1613,17187981,1756715
SRR1663554,297,44713,17187981,1756715
SRR1663554,G7,195,17187981,1756715
SRR1663554,HMS-Beagle,19391,17187981,1756715
SRR1663554,roo,163636,17187981,1756715
SRR1663554,Bari2,433,17187981,1756715
SRR1663554,Bari1,14641,17187981,1756715
SRR1663554,Tabor,17461,17187981,1756715
SRR1663554,Porto1,12465,17187981,1756715
SRR1663554,looper1,1153,17187981,1756715
SRR1663554,Doc2-element,14541,17187981,1756715
SRR1663554,Dvir:Penelope,6,17187981,1756715
SRR1663554,Dpse:mini-me,90,17187981,1756715
SRR1663554,Dbuz:Kepler,214,17187981,1756715
SRR1663554,mariner2,2384,17187981,1756715
SRR1663554,Quasimodo,35075,17187981,1756715
SRR1663554,accord,8580,17187981,1756715
SRR1663554,GATE,19014,17187981,1756715
SRR1663554,HeT-A,24881,17187981,1756715
SRR1663554,Circe,33260,17187981,1756715
SRR1663554,invader3,9457,17187981,1756715
SRR1663554,invader4,6948,17187981,1756715
SRR1663554,HB,6033,17187981,1756715
SRR1663554,invader1,9034,17187981,1756715
SRR1663554,invader2,19537,17187981,1756715
SRR1663554,Juan,9810,17187981,1756715
SRR1663554,HMS-Beagle2,14925,17187981,1756715
SRR1663554,hopper,5949,17187981,1756715
SRR1663554,micropia,13929,17187981,1756715
SRR1663554,Dana:Tom,362,17187981,1756715
SRR1663554,invader5,1320,17187981,1756715
SRR1663554,invader6,2443,17187981,1756715
SRR23876567,Dmel_rpl32,2146,125330543,4598806
SRR23876567,Dmel_rhi,3351,125330543,4598806
SRR23876567,Dmel_tj,2496,125330543,4598806
SRR23876567,BS4,347,125330543,4598806
SRR23876567,BS3,5384,125330543,4598806
SRR23876567,G-element,23503,125330543,4598806
SRR23876567,ZAM,9186,125330543,4598806
SRR23876567,Idefix,59649,125330543,4598806
SRR23876567,opus,113270,125330543,4598806
SRR23876567,jockey2,3890,125330543,4598806
SRR23876567,1731,29259,125330543,4598806
SRR23876567,pogo,21736,125330543,4598806
SRR23876567,Rt1c,6354,125330543,4598806
SRR23876567,R2-element,41595,125330543,4598806
SRR23876567,Rt1b,107915,125330543,4598806
SRR23876567,Rt1a,28006,125330543,4598806
SRR23876567,Helena,2032,125330543,4598806
SRR23876567,Tom1,1166,125330543,4598806
SRR23876567,Doc,126969,125330543,4598806
SRR23876567,Dtei:I-element,1338,125330543,4598806
SRR23876567,springer,22220,125330543,4598806
SRR23876567,Tirant,1162,125330543,4598806
SRR23876567,Osvaldo,1335,125330543,4598806
SRR23876567,Dhyd:Minos,32,125330543,4598806
SRR23876567,Dsub:SGM,10,125330543,4598806
SRR23876567,R1-2,1242,125330543,4598806
SRR23876567,S-element,15760,125330543,4598806
SRR23876567,gtwin,5467,125330543,4598806
SRR23876567,hopper2,3803,125330543,4598806
