run_accession,te,reads,reads_in_file,reads_mapped
SRR23876578,gypsy8,6244,95557356,6701500
SRR23876578,gypsy9,4347,95557356,6701500
SRR23876578,Stalker4,129999,95557356,6701500
SRR23876578,Stalker2,41161,95557356,6701500
SRR23876578,gypsy11,3555,95557356,6701500
SRR23876578,Dsim:ninja,19136,95557356,6701500
SRR23876578,Stalker3,2448,95557356,6701500
SRR23876578,gypsy12,57952,95557356,6701500
SRR23876578,FB,34589,95557356,6701500
SRR23876578,Damb:P-element_T,44,95557356,6701500
SRR23876578,3S18,52306,95557356,6701500
SRR23876578,Ivk,62478,95557356,6701500
SRR23876578,gypsy10,11971,95557356,6701500
SRR23876578,Dsil:Loa,1,95557356,6701500
SRR23876578,aurora-element,18545,95557356,6701500
SRR23876578,transib1,3328,95557356,6701500
SRR23876578,transib2,20098,95557356,6701500
SRR23876578,transib3,6500,95557356,6701500
SRR23876578,G2,43550,95557356,6701500
SRR23876578,transib4,3184,95557356,6701500
SRR23876578,G3,4490,95557356,6701500
SRR23876578,jockey,100509,95557356,6701500
SRR23876578,flea,38958,95557356,6701500
SRR23876578,G4,17012,95557356,6701500
SRR23876578,G5,19275,95557356,6701500
SRR23876578,G6,15688,95557356,6701500
SRR23876578,297,141157,95557356,6701500
SRR23876578,G7,621,95557356,6701500
SRR23876578,HMS-Beagle,103009,95557356,6701500
SRR23876578,roo,540575,95557356,6701500
SRR23876578,Bari2,860,95557356,6701500
SRR23876578,Bari1,59653,95557356,6701500
SRR23876578,Tabor,86934,95557356,6701500
SRR23876578,Porto1,23848,95557356,6701500
SRR23876578,looper1,2293,95557356,6701500
SRR23876578,Doc2-element,54718,95557356,6701500
SRR23876578,Dvir:Penelope,1,95557356,6701500
SRR23876578,Dpse:mini-me,100,95557356,6701500
SRR23876578,Dbuz:Kepler,11250,95557356,6701500
SRR23876578,mariner2,3568,95557356,6701500
SRR23876578,Quasimodo,188919,95557356,6701500
SRR23876578,accord,35626,95557356,6701500
SRR23876578,GATE,139588,95557356,6701500
SRR23876578,HeT-A,33039,95557356,6701500
SRR23876578,Circe,101099,95557356,6701500
SRR23876578,invader3,37132,95557356,6701500
SRR23876578,invader4,29323,95557356,6701500
SRR23876578,HB,7616,95557356,6701500
SRR23876578,invader1,37290,95557356,6701500
SRR23876578,invader2,82570,95557356,6701500
SRR23876578,Juan,38056,95557356,6701500
SRR23876578,HMS-Beagle2,44939,95557356,6701500
SRR23876578,hopper,14852,95557356,6701500
SRR23876578,micropia,53739,95557356,6701500
SRR23876578,Dana:Tom,7425,95557356,6701500
SRR23876578,invader5,1652,95557356,6701500
SRR23876578,invader6,12187,95557356,6701500
SRR1663583,Dmel_rpl32,595,20864547,1872913
SRR1663583,Dmel_rhi,1363,20864547,1872913
SRR1663583,Dmel_tj,982,20864547,1872913
SRR1663583,BS4,194,20864547,1872913
SRR1663583,BS3,3743,20864547,1872913
SRR1663583,G-element,6790,20864547,1872913
SRR1663583,ZAM,12630,20864547,1872913
SRR1663583,Idefix,34059,20864547,1872913
SRR1663583,opus,20268,20864547,1872913
SRR1663583,jockey2,3259,20864547,1872913
SRR1663583,1731,9813,20864547,1872913
SRR1663583,pogo,7761,20864547,1872913
SRR1663583,Rt1c,4865,20864547,1872913
SRR1663583,R2-element,17851,20864547,1872913
SRR1663583,Rt1b,29422,20864547,1872913
SRR1663583,Rt1a,12620,20864547,1872913
SRR1663583,Helena,1476,20864547,1872913
SRR1663583,Tom1,587,20864547,1872913
SRR1663583,Doc,36068,20864547,1872913
SRR1663583,Dtei:I-element,948,20864547,1872913
SRR1663583,springer,8436,20864547,1872913
SRR1663583,Tirant,8480,20864547,1872913
SRR1663583,Osvaldo,746,20864547,1872913
SRR1663583,Dhyd:Minos,68,20864547,1872913
SRR1663583,Dsub:SGM,16,20864547,1872913
SRR1663583,R1-2,1570,20864547,1872913
SRR1663583,S-element,14324,20864547,1872913
SRR1663583,gtwin,3321,20864547,1872913
SRR1663583,hopper2,1372,20864547,1872913
SRR1663583,Dvir:Helena,18283,20864547,1872913
SRR1663583,G5A,4936,20864547,1872913
SRR1663583,Transpac,16610,20864547,1872913
SRR1663583,copia,18676,20864547,1872913
SRR1663583,rover,12964,20864547,1872913
SRR1663583,Cr1a,69047,20864547,1872913
SRR1663583,S2,2432,20864547,1872913
SRR1663583,gypsy,8277,20864547,1872913
SRR1663583,Helitron,63,20864547,1872913
SRR1663583,Dbuz:ISBu2,6,20864547,1872913
SRR1663583,McClintock,9808,20864547,1872913
SRR1663583,Dm88,11705,20864547,1872913
SRR1663583,1360,56024,20864547,1872913
SRR1663583,diver,9189,20864547,1872913
SRR1663583,Stalker,27074,20864547,1872913
SRR1663583,INE-1,8701,20864547,1872913
SRR1663583,Dvir:Tv1,31,20864547,1872913
SRR1663583,TAHRE,20335,20864547,1872913
SRR1663583,BS,9859,20864547,1872913
SRR1663583,Dsub:GEM,230,20864547,1872913
SRR1663583,412,28328,20864547,1872913
SRR1663583,Doc4-element,3575,20864547,1872913
SRR1663583,diver2,11111,20864547,1872913
SRR1663583,Max-element,25326,20864547,1872913
SRR1663583,F-element,60893,20864547,1872913
SRR1663583,Fw2,2513,20864547,1872913
SRR1663583,Fw3,1502,20864547,1872913
SRR1663583,Burdock,12636,20864547,1872913
SRR1663583,Dvir:TART,725,20864547,1872913
SRR1663583,Tc1-2,4469,20864547,1872913
SRR1663583,blood,30495,20864547,1872913
SRR1663583,Dtak:R1A2,1,20864547,1872913
SRR1663583,TART-A,6518,20864547,1872913
SRR1663583,Dbuz:BuT3,8,20864547,1872913
SRR1663583,TART-C,4717,20864547,1872913
SRR1663583,TART-B,4324,20864547,1872913
SRR1663583,Dbuz:BuT6,39,20864547,1872913
SRR1663583,17.6,29055,20864547,1872913
SRR1663583,X-element,13903,20864547,1872913
SRR1663583,R1A1-element,142733,20864547,1872913
SRR1663583,I-element,35160,20864547,1872913
SRR1663583,Tc1,6043,20864547,1872913
SRR1663583,Tc3,1539,20864547,1872913
SRR1663583,Doc3-element,19848,20864547,1872913
SRR1663583,Dbuz:INE-1,104,20864547,1872913
SRR1663583,rooA,16769,20864547,1872913
SRR1663583,Dfun:Isfun-1,49,20864547,1872913
SRR1663583,Q-element,1090,20864547,1872913
SRR1663583,frogger,1313,20864547,1872913
SRR1663583,accord2,11161,20864547,1872913
SRR1663583,NOF,1311,20864547,1872913
SRR1663583,hobo,13349,20864547,1872913
SRR1663583,P-element,7165,20864547,1872913
SRR1663583,baggins,31093,20864547,1872913
SRR1663583,Dyak:TART,1735,20864547,1872913
SRR1663583,gypsy2,10159,20864547,1872913
SRR1663583,gypsy3,5854,20864547,1872913
SRR1663583,mdg3,15032,20864547,1872913
SRR1663583,gypsy4,25144,20864547,1872913
SRR1663583,gypsy5,3649,20864547,1872913
SRR1663583,mdg1,30493,20864547,1872913
SRR1663583,gypsy6,10039,20864547,1872913
SRR1663583,gypsy7,7026,20864547,1872913
SRR1663583,Ddip:Bari1,538,20864547,1872913
SRR1663583,gypsy8,3082,20864547,1872913
SRR1663583,gypsy9,2230,20864547,1872913
SRR1663583,Stalker4,33761,20864547,1872913
SRR1663583,Stalker2,13852,20864547,1872913
SRR1663583,gypsy11,4015,20864547,1872913
SRR1663583,Dsim:ninja,4065,20864547,1872913
SRR1663583,Stalker3,939,20864547,1872913
SRR1663583,gypsy12,12526,20864547,1872913
SRR1663583,FB,14159,20864547,1872913
SRR1663583,Damb:P-element_T,46,20864547,1872913
SRR1663583,3S18,13792,20864547,1872913
SRR1663583,Ivk,17788,20864547,1872913
SRR1663583,gypsy10,5580,20864547,1872913
SRR1663583,aurora-element,3663,20864547,1872913
SRR1663583,transib1,1517,20864547,1872913
SRR1663583,transib2,8454,20864547,1872913
SRR1663583,transib3,3386,20864547,1872913
SRR1663583,G2,8816,20864547,1872913
SRR1663583,transib4,1641,20864547,1872913
SRR1663583,G3,2160,20864547,1872913
SRR1663583,jockey,18096,20864547,1872913
SRR1663583,flea,10943,20864547,1872913
SRR1663583,G4,7773,20864547,1872913
SRR1663583,G5,6959,20864547,1872913
SRR1663583,G6,3135,20864547,1872913
SRR1663583,297,40757,20864547,1872913
SRR1663583,G7,263,20864547,1872913
SRR1663583,HMS-Beagle,21931,20864547,1872913
SRR1663583,roo,128886,20864547,1872913
SRR1663583,Bari2,325,20864547,1872913
SRR1663583,Bari1,10622,20864547,1872913
SRR1663583,Tabor,19474,20864547,1872913
SRR1663583,Dbuz:Osvaldo,1,20864547,1872913
SRR1663583,Porto1,10083,20864547,1872913
SRR1663583,looper1,961,20864547,1872913
SRR1663583,Doc2-element,14196,20864547,1872913
SRR1663583,Dvir:Penelope,4,20864547,1872913
SRR1663583,Dpse:mini-me,97,20864547,1872913
SRR1663583,Dbuz:Kepler,1086,20864547,1872913
SRR1663583,mariner2,2155,20864547,1872913
SRR1663583,Quasimodo,39598,20864547,1872913
SRR1663583,accord,12594,20864547,1872913
SRR1663583,GATE,31191,20864547,1872913
SRR1663583,HeT-A,11779,20864547,1872913
SRR1663583,Circe,25663,20864547,1872913
SRR1663583,invader3,7576,20864547,1872913
SRR1663583,invader4,6722,20864547,1872913
SRR1663583,HB,5736,20864547,1872913
SRR1663583,invader1,12939,20864547,1872913
SRR1663583,invader2,21426,20864547,1872913
SRR1663583,Juan,9226,20864547,1872913
SRR1663583,HMS-Beagle2,17450,20864547,1872913
SRR1663583,hopper,9425,20864547,1872913
SRR1663583,micropia,10837,20864547,1872913
SRR1663583,Dana:Tom,7526,20864547,1872913
SRR1663583,invader5,1074,20864547,1872913
SRR1663583,invader6,2521,20864547,1872913
SRR1663578,Dmel_rpl32,519,16967787,1651476
SRR1663578,Dmel_rhi,1077,16967787,1651476
SRR1663578,Dmel_tj,873,16967787,1651476
SRR1663578,BS4,120,16967787,1651476
SRR1663578,BS3,3524,16967787,1651476
SRR1663578,G-element,7145,16967787,1651476
SRR1663578,ZAM,5374,16967787,1651476
SRR1663578,Idefix,28911,16967787,1651476
SRR1663578,opus,17903,16967787,1651476
SRR1663578,jockey2,2679,16967787,1651476
SRR1663578,1731,6902,16967787,1651476
SRR1663578,pogo,6259,16967787,1651476
SRR1663578,Rt1c,5113,16967787,1651476
SRR1663578,R2-element,19738,16967787,1651476
SRR1663578,Rt1b,27980,16967787,1651476
SRR1663578,Rt1a,9764,16967787,1651476
SRR1663578,Helena,1133,16967787,1651476
SRR1663578,Tom1,486,16967787,1651476
SRR1663578,Doc,37642,16967787,1651476
SRR1663578,Dtei:I-element,829,16967787,1651476
SRR1663578,springer,6508,16967787,1651476
SRR1663578,Tirant,5545,16967787,1651476
SRR1663578,Osvaldo,684,16967787,1651476
SRR1663578,Dhyd:Minos,60,16967787,1651476
SRR1663578,Dsub:SGM,15,16967787,1651476
SRR1663578,R1-2,1004,16967787,1651476
SRR1663578,S-element,9645,16967787,1651476
SRR1663578,gtwin,5227,16967787,1651476
SRR1663578,hopper2,1426,16967787,1651476
SRR1663578,Dvir:Helena,3553,16967787,1651476
SRR1663578,G5A,4025,16967787,1651476
SRR1663578,Transpac,11514,16967787,1651476
SRR1663578,copia,19727,16967787,1651476
SRR1663578,rover,12546,16967787,1651476
SRR1663578,Cr1a,59529,16967787,1651476
SRR1663578,S2,2163,16967787,1651476
SRR1663578,gypsy,7522,16967787,1651476
SRR1663578,Helitron,72,16967787,1651476
SRR1663578,Dbuz:ISBu2,3,16967787,1651476
SRR1663578,McClintock,8368,16967787,1651476
SRR1663578,Dm88,10977,16967787,1651476
SRR1663578,1360,44930,16967787,1651476
SRR1663578,diver,11647,16967787,1651476
SRR1663578,Stalker,24751,16967787,1651476
SRR1663578,INE-1,7701,16967787,1651476
SRR1663578,Dvir:Tv1,32,16967787,1651476
SRR1663578,TAHRE,12065,16967787,1651476
SRR1663578,BS,9205,16967787,1651476
SRR1663578,Dsub:GEM,178,16967787,1651476
SRR1663578,412,30296,16967787,1651476
SRR1663578,Doc4-element,2844,16967787,1651476
SRR1663578,diver2,9240,16967787,1651476
SRR1663578,Max-element,17940,16967787,1651476
SRR1663578,F-element,71623,16967787,1651476
SRR1663578,Fw2,2138,16967787,1651476
SRR1663578,Fw3,1299,16967787,1651476
SRR1663578,Burdock,12541,16967787,1651476
SRR1663578,Dvir:TART,612,16967787,1651476
SRR1663578,Tc1-2,4209,16967787,1651476
SRR1663578,blood,19955,16967787,1651476
SRR1663578,TART-A,2836,16967787,1651476
SRR1663578,Dbuz:BuT3,7,16967787,1651476
SRR1663578,TART-C,4930,16967787,1651476
SRR1663578,Dnet:R1A,2,16967787,1651476
SRR1663578,TART-B,4173,16967787,1651476
SRR1663578,Dbuz:BuT6,23,16967787,1651476
SRR1663578,17.6,29555,16967787,1651476
SRR1663578,X-element,11280,16967787,1651476
SRR1663578,R1A1-element,119482,16967787,1651476
SRR1663578,I-element,30941,16967787,1651476
SRR1663578,Tc1,5426,16967787,1651476
SRR1663578,Tc3,1106,16967787,1651476
SRR1663578,Doc3-element,17698,16967787,1651476
SRR1663578,Dbuz:INE-1,88,16967787,1651476
SRR1663578,rooA,12541,16967787,1651476
SRR1663578,Dfun:Isfun-1,53,16967787,1651476
SRR1663578,Q-element,956,16967787,1651476
SRR1663578,frogger,1119,16967787,1651476
SRR1663578,accord2,8225,16967787,1651476
SRR1663578,NOF,452,16967787,1651476
SRR1663578,hobo,16073,16967787,1651476
SRR1663578,P-element,7044,16967787,1651476
SRR1663578,baggins,28632,16967787,1651476
SRR1663578,Dyak:TART,1644,16967787,1651476
SRR1663578,gypsy2,8806,16967787,1651476
SRR1663578,gypsy3,6279,16967787,1651476
SRR1663578,mdg3,13974,16967787,1651476
SRR1663578,gypsy4,17438,16967787,1651476
SRR1663578,gypsy5,3204,16967787,1651476
SRR1663578,mdg1,19521,16967787,1651476
SRR1663578,gypsy6,10493,16967787,1651476
SRR1663578,gypsy7,6070,16967787,1651476
SRR1663578,Ddip:Bari1,482,16967787,1651476
SRR1663578,gypsy8,2876,16967787,1651476
SRR1663578,gypsy9,1782,16967787,1651476
SRR1663578,Stalker4,30355,16967787,1651476
SRR1663578,Stalker2,8310,16967787,1651476
SRR1663578,gypsy11,1512,16967787,1651476
SRR1663578,Dsim:ninja,4105,16967787,1651476
SRR1663578,Stalker3,814,16967787,1651476
SRR1663578,gypsy12,10689,16967787,1651476
SRR1663578,FB,7252,16967787,1651476
SRR1663578,Damb:P-element_T,43,16967787,1651476
SRR1663578,3S18,8709,16967787,1651476
SRR1663578,Ivk,14627,16967787,1651476
SRR1663578,gypsy10,5594,16967787,1651476
SRR1663578,aurora-element,3523,16967787,1651476
SRR1663578,transib1,1319,16967787,1651476
SRR1663578,transib2,7432,16967787,1651476
SRR1663578,transib3,3116,16967787,1651476
SRR1663578,G2,5700,16967787,1651476
SRR1663578,transib4,1538,16967787,1651476
SRR1663578,G3,1613,16967787,1651476
SRR1663578,jockey,16070,16967787,1651476
SRR1663578,flea,16215,16967787,1651476
SRR1663578,G4,6463,16967787,1651476
SRR1663578,G5,5827,16967787,1651476
SRR1663578,G6,2510,16967787,1651476
SRR1663578,297,36910,16967787,1651476
SRR1663578,G7,212,16967787,1651476
SRR1663578,HMS-Beagle,16593,16967787,1651476
SRR1663578,roo,158293,16967787,1651476
SRR1663578,Bari2,340,16967787,1651476
SRR1663578,Bari1,11730,16967787,1651476
SRR1663578,Tabor,12499,16967787,1651476
SRR1663578,Porto1,9531,16967787,1651476
SRR1663578,looper1,868,16967787,1651476
SRR1663578,Doc2-element,10957,16967787,1651476
SRR1663578,Dvir:Penelope,1,16967787,1651476
SRR1663578,Dpse:mini-me,68,16967787,1651476
SRR1663578,Dbuz:Kepler,438,16967787,1651476
SRR1663578,mariner2,1910,16967787,1651476
SRR1663578,Quasimodo,31191,16967787,1651476
SRR1663578,accord,8457,16967787,1651476
SRR1663578,GATE,21809,16967787,1651476
SRR1663578,HeT-A,20282,16967787,1651476
SRR1663578,Circe,28677,16967787,1651476
SRR1663578,invader3,8104,16967787,1651476
SRR1663578,invader4,6062,16967787,1651476
SRR1663578,HB,4846,16967787,1651476
SRR1663578,invader1,9516,16967787,1651476
SRR1663578,invader2,16834,16967787,1651476
SRR1663578,Juan,5873,16967787,1651476
SRR1663578,HMS-Beagle2,13283,16967787,1651476
SRR1663578,hopper,5344,16967787,1651476
SRR1663578,micropia,8590,16967787,1651476
SRR1663578,Dana:Tom,3304,16967787,1651476
SRR1663578,invader5,1057,16967787,1651476
SRR1663578,invader6,2060,16967787,1651476
SRR1663608,Dmel_rpl32,653,20133320,1603829
SRR1663608,Dmel_rhi,1430,20133320,1603829
SRR1663608,Dmel_tj,1013,20133320,1603829
SRR1663608,BS4,175,20133320,1603829
SRR1663608,BS3,4053,20133320,1603829
SRR1663608,G-element,4635,20133320,1603829
SRR1663608,ZAM,11226,20133320,1603829
SRR1663608,Idefix,28490,20133320,1603829
SRR1663608,opus,21376,20133320,1603829
SRR1663608,jockey2,2968,20133320,1603829
SRR1663608,1731,12850,20133320,1603829
SRR1663608,pogo,4116,20133320,1603829
SRR1663608,Rt1c,7275,20133320,1603829
SRR1663608,R2-element,10952,20133320,1603829
SRR1663608,Rt1b,26201,20133320,1603829
SRR1663608,Rt1a,10906,20133320,1603829
SRR1663608,Helena,1505,20133320,1603829
SRR1663608,Tom1,510,20133320,1603829
SRR1663608,Doc,43329,20133320,1603829
SRR1663608,Dtei:I-element,1009,20133320,1603829
SRR1663608,springer,6240,20133320,1603829
SRR1663608,Tirant,9398,20133320,1603829
SRR1663608,Osvaldo,856,20133320,1603829
SRR1663608,Dhyd:Minos,58,20133320,1603829
SRR1663608,Dsub:SGM,12,20133320,1603829
SRR1663608,R1-2,1608,20133320,1603829
SRR1663608,S-element,7367,20133320,1603829
SRR1663608,gtwin,6192,20133320,1603829
SRR1663608,hopper2,1730,20133320,1603829
SRR1663608,Dvir:Helena,13058,20133320,1603829
SRR1663608,G5A,4910,20133320,1603829
SRR1663608,Transpac,15720,20133320,1603829
SRR1663608,copia,16064,20133320,1603829
SRR1663608,rover,12386,20133320,1603829
SRR1663608,Cr1a,69899,20133320,1603829
SRR1663608,S2,1917,20133320,1603829
SRR1663608,gypsy,7391,20133320,1603829
SRR1663608,Helitron,54,20133320,1603829
SRR1663608,Dbuz:ISBu2,8,20133320,1603829
SRR1663608,McClintock,10398,20133320,1603829
SRR1663608,Dm88,12847,20133320,1603829
SRR1663608,1360,43568,20133320,1603829
SRR1663608,diver,16178,20133320,1603829
SRR1663608,Stalker,20461,20133320,1603829
SRR1663608,INE-1,8045,20133320,1603829
SRR1663608,Dvir:Tv1,36,20133320,1603829
SRR1663608,TAHRE,12412,20133320,1603829
SRR1663608,BS,9031,20133320,1603829
SRR1663608,Dsub:GEM,238,20133320,1603829
SRR1663608,412,29105,20133320,1603829
SRR1663608,Doc4-element,3522,20133320,1603829
SRR1663608,diver2,11723,20133320,1603829
SRR1663608,Max-element,23157,20133320,1603829
SRR1663608,F-element,54225,20133320,1603829
SRR1663608,Fw2,2555,20133320,1603829
SRR1663608,Fw3,1839,20133320,1603829
SRR1663608,Burdock,8508,20133320,1603829
SRR1663608,Dvir:TART,853,20133320,1603829
SRR1663608,Tc1-2,4050,20133320,1603829
SRR1663608,blood,19761,20133320,1603829
SRR1663608,Dtak:R1A2,1,20133320,1603829
SRR1663608,TART-A,2556,20133320,1603829
SRR1663608,Dbuz:BuT3,6,20133320,1603829
SRR1663608,TART-C,138,20133320,1603829
SRR1663608,Dnet:R1A,2,20133320,1603829
SRR1663608,TART-B,1791,20133320,1603829
SRR1663608,Dbuz:BuT6,61,20133320,1603829
SRR1663608,17.6,18582,20133320,1603829
SRR1663608,X-element,12823,20133320,1603829
SRR1663608,R1A1-element,105721,20133320,1603829
SRR1663608,I-element,26874,20133320,1603829
SRR1663608,Tc1,5802,20133320,1603829
SRR1663608,Tc3,1444,20133320,1603829
SRR1663608,Doc3-element,22184,20133320,1603829
SRR1663608,Dbuz:INE-1,67,20133320,1603829
SRR1663608,rooA,16584,20133320,1603829
SRR1663608,Dfun:Isfun-1,49,20133320,1603829
SRR1663608,Q-element,1141,20133320,1603829
SRR1663608,frogger,942,20133320,1603829
SRR1663608,accord2,10498,20133320,1603829
SRR1663608,NOF,1091,20133320,1603829
SRR1663608,hobo,7250,20133320,1603829
SRR1663608,P-element,5950,20133320,1603829
SRR1663608,baggins,31128,20133320,1603829
SRR1663608,Dyak:TART,28,20133320,1603829
SRR1663608,gypsy2,10032,20133320,1603829
SRR1663608,gypsy3,5185,20133320,1603829
SRR1663608,mdg3,6185,20133320,1603829
SRR1663608,gypsy4,21046,20133320,1603829
SRR1663608,gypsy5,2736,20133320,1603829
SRR1663608,mdg1,22759,20133320,1603829
SRR1663608,gypsy6,9335,20133320,1603829
SRR1663608,gypsy7,8512,20133320,1603829
SRR1663608,Ddip:Bari1,475,20133320,1603829
SRR1663608,gypsy8,3566,20133320,1603829
SRR1663608,gypsy9,2281,20133320,1603829
SRR1663608,Stalker4,25018,20133320,1603829
SRR1663608,Dyak:HeT-A,1,20133320,1603829
SRR1663608,Stalker2,5928,20133320,1603829
SRR1663608,gypsy11,2507,20133320,1603829
SRR1663608,Dsim:ninja,4268,20133320,1603829
SRR1663608,Stalker3,870,20133320,1603829
SRR1663608,gypsy12,13311,20133320,1603829
SRR1663608,FB,7355,20133320,1603829
SRR1663608,Damb:P-element_T,39,20133320,1603829
SRR1663608,3S18,12517,20133320,1603829
SRR1663608,Ivk,16281,20133320,1603829
SRR1663608,gypsy10,8030,20133320,1603829
SRR1663608,Dsil:Loa,3,20133320,1603829
SRR1663608,aurora-element,2978,20133320,1603829
SRR1663608,transib1,1647,20133320,1603829
SRR1663608,transib2,8169,20133320,1603829
SRR1663608,transib3,2930,20133320,1603829
SRR1663608,G2,9064,20133320,1603829
SRR1663608,transib4,1142,20133320,1603829
SRR1663608,G3,2103,20133320,1603829
SRR1663608,jockey,23858,20133320,1603829
SRR1663608,flea,10984,20133320,1603829
SRR1663608,G4,7125,20133320,1603829
SRR1663608,G5,7884,20133320,1603829
SRR1663608,G6,3320,20133320,1603829
SRR1663608,297,31715,20133320,1603829
SRR1663608,G7,255,20133320,1603829
SRR1663608,HMS-Beagle,14920,20133320,1603829
SRR1663608,roo,105645,20133320,1603829
SRR1663608,Bari2,388,20133320,1603829
SRR1663608,Bari1,8984,20133320,1603829
SRR1663608,Tabor,14178,20133320,1603829
SRR1663608,Porto1,10452,20133320,1603829
SRR1663608,looper1,890,20133320,1603829
SRR1663608,Doc2-element,14234,20133320,1603829
SRR1663608,Dvir:Penelope,2,20133320,1603829
SRR1663608,Dpse:mini-me,67,20133320,1603829
SRR1663608,Dbuz:Kepler,254,20133320,1603829
SRR1663608,mariner2,2284,20133320,1603829
SRR1663608,Quasimodo,25826,20133320,1603829
SRR1663608,accord,11539,20133320,1603829
SRR1663608,GATE,26996,20133320,1603829
SRR1663608,HeT-A,10418,20133320,1603829
SRR1663608,Circe,23359,20133320,1603829
SRR1663608,invader3,8240,20133320,1603829
SRR1663608,invader4,9762,20133320,1603829
SRR1663608,HB,5510,20133320,1603829
SRR1663608,invader1,10678,20133320,1603829
SRR1663608,invader2,20081,20133320,1603829
SRR1663608,Juan,5094,20133320,1603829
SRR1663608,HMS-Beagle2,15108,20133320,1603829
SRR1663608,hopper,5891,20133320,1603829
SRR1663608,micropia,8232,20133320,1603829
SRR1663608,Dana:Tom,5417,20133320,1603829
SRR1663608,invader5,1118,20133320,1603829
SRR1663608,invader6,2083,20133320,1603829
SRR11846554,Dmel_rpl32,1654,49360164,5558015
SRR11846554,Dmel_rhi,3104,49360164,5558015
SRR11846554,Dmel_tj,2370,49360164,5558015
SRR11846554,BS4,432,49360164,5558015
SRR11846554,BS3,14065,49360164,5558015
SRR11846554,G-element,32598,49360164,5558015
SRR11846554,ZAM,15585,49360164,5558015
SRR11846554,Idefix,90896,49360164,5558015
SRR11846554,opus,86613,49360164,5558015
SRR11846554,jockey2,8714,49360164,5558015
SRR11846554,1731,35081,49360164,5558015
SRR11846554,pogo,13665,49360164,5558015
SRR11846554,Rt1c,16720,49360164,5558015
SRR11846554,R2-element,53721,49360164,5558015
SRR11846554,Rt1b,103430,49360164,5558015
SRR11846554,Rt1a,51099,49360164,5558015
SRR11846554,Helena,4014,49360164,5558015
SRR11846554,Tom1,1836,49360164,5558015
SRR11846554,Doc,138526,49360164,5558015
SRR11846554,Dtei:I-element,2367,49360164,5558015
SRR11846554,springer,26926,49360164,5558015
SRR11846554,Tirant,25323,49360164,5558015
SRR11846554,Osvaldo,2386,49360164,5558015
SRR11846554,Dhyd:Minos,160,49360164,5558015
SRR11846554,Dsub:SGM,60,49360164,5558015
SRR11846554,R1-2,3831,49360164,5558015
SRR11846554,S-element,32087,49360164,5558015
SRR11846554,gtwin,23149,49360164,5558015
SRR11846554,hopper2,3452,49360164,5558015
SRR11846554,Dvir:Helena,5188,49360164,5558015
SRR11846554,G5A,12591,49360164,5558015
SRR11846554,Transpac,31841,49360164,5558015
SRR11846554,copia,83525,49360164,5558015
SRR11846554,rover,39042,49360164,5558015
SRR11846554,Cr1a,192702,49360164,5558015
SRR11846554,S2,5449,49360164,5558015
SRR11846554,gypsy,37219,49360164,5558015
SRR11846554,Helitron,140,49360164,5558015
SRR11846554,Dbuz:ISBu2,29,49360164,5558015
SRR11846554,McClintock,35750,49360164,5558015
SRR11846554,Dm88,39383,49360164,5558015
SRR11846554,1360,142303,49360164,5558015
SRR11846554,diver,35621,49360164,5558015
SRR11846554,Stalker,80517,49360164,5558015
SRR11846554,INE-1,20443,49360164,5558015
SRR11846554,Dvir:Tv1,99,49360164,5558015
SRR11846554,TAHRE,64896,49360164,5558015
SRR11846554,BS,23233,49360164,5558015
SRR11846554,Dsub:GEM,551,49360164,5558015
SRR11846554,412,96411,49360164,5558015
SRR11846554,Doc4-element,9143,49360164,5558015
SRR11846554,diver2,32096,49360164,5558015
SRR11846554,Max-element,60968,49360164,5558015
SRR11846554,F-element,214318,49360164,5558015
SRR11846554,Fw2,6331,49360164,5558015
SRR11846554,Fw3,3621,49360164,5558015
SRR11846554,Burdock,34652,49360164,5558015
SRR11846554,Dvir:TART,3508,49360164,5558015
SRR11846554,Tc1-2,9954,49360164,5558015
SRR11846554,blood,45020,49360164,5558015
SRR11846554,Dtak:R1A2,4,49360164,5558015
SRR11846554,TART-A,10105,49360164,5558015
SRR11846554,Dbuz:BuT3,22,49360164,5558015
SRR11846554,TART-C,13340,49360164,5558015
SRR11846554,Dnet:R1A,11,49360164,5558015
SRR11846554,TART-B,9358,49360164,5558015
SRR11846554,Dbuz:BuT6,152,49360164,5558015
SRR11846554,17.6,73714,49360164,5558015
SRR11846554,X-element,47925,49360164,5558015
SRR11846554,R1A1-element,439567,49360164,5558015
SRR11846554,I-element,54650,49360164,5558015
SRR11846554,Tc1,14073,49360164,5558015
SRR11846554,Tc3,3393,49360164,5558015
SRR11846554,Doc3-element,57481,49360164,5558015
SRR11846554,Dbuz:INE-1,314,49360164,5558015
SRR11846554,rooA,39149,49360164,5558015
SRR11846554,Dfun:Isfun-1,134,49360164,5558015
SRR11846554,Q-element,2823,49360164,5558015
SRR11846554,frogger,2594,49360164,5558015
SRR11846554,accord2,27993,49360164,5558015
SRR11846554,NOF,1412,49360164,5558015
SRR11846554,hobo,21280,49360164,5558015
SRR11846554,P-element,43960,49360164,5558015
SRR11846554,baggins,95673,49360164,5558015
SRR11846554,Dyak:TART,4947,49360164,5558015
SRR11846554,gypsy2,33491,49360164,5558015
SRR11846554,gypsy3,13417,49360164,5558015
SRR11846554,mdg3,33612,49360164,5558015
SRR11846554,gypsy4,69112,49360164,5558015
SRR11846554,gypsy5,13903,49360164,5558015
