SRR11846555,GYPSY12,12.87,6.92
SRR11846555,GYPSY2,11.20,8.80
SRR11846555,GYPSY3,6.23,4.85
SRR11846555,GYPSY4,23.31,21.31
SRR11846555,GYPSY5,4.00,2.79
SRR11846555,GYPSY6,11.01,9.72
SRR11846555,GYPSY7,8.00,6.73
SRR11846555,GYPSY8,5.46,3.29
SRR11846555,GYPSY9,2.73,1.95
SRR11846555,HEL,6.56,5.68
SRR11846555,HELITRON1_DM,0.55,0.53
SRR11846555,HETAVIR,0.00,0.00
SRR11846555,HOPPER2,6.99,5.69
SRR11846555,INE1,63.80,16.47
SRR11846555,INVADER,20.61,12.62
SRR11846555,INVADER2,31.94,28.25
SRR11846555,INVADER3,9.77,8.18
SRR11846555,INVADER4,19.61,11.76
SRR11846555,INVADER5,2.15,1.60
SRR11846555,INVADER6,5.18,4.43
SRR11846555,ISBU1,0.30,0.00
SRR11846555,ISBU2,0.03,0.00
SRR11846555,ISBU3,0.00,0.00
SRR11846555,IVK,28.81,27.32
SRR11846555,JOCKEY2,5.09,4.20
SRR11846555,JUAN,16.37,16.14
SRR11846555,KEPLER,17.21,0.02
SRR11846555,LOOPER1_DM,3.97,3.49
SRR11846555,M14653,0.00,0.00
SRR11846555,MAR,0.00,0.00
SRR11846555,MARINER2,16.80,14.10
SRR11846555,MERCR1A3,0.00,0.00
SRR11846555,McCLINTOCK,14.51,11.83
SRR11846555,NEOR1A,0.01,0.00
SRR11846555,NETR1B,0.00,0.00
SRR11846555,NEWTON,0.00,0.00
SRR11846555,OPUS,30.62,26.24
SRR11846555,OSV,3.68,2.39
SRR11846555,PPI251,0.00,0.00
SRR11846555,P_M,0.00,0.00
SRR11846555,P_O,0.00,0.00
SRR11846555,P_T,0.05,0.00
SRR11846555,Q,8.27,1.30
SRR11846555,QBERT,10.31,8.78
SRR11846555,QUASIMODO,44.75,36.45
SRR11846555,R1-2,2.20,1.82
SRR11846555,ROOA_LTR,12.54,10.20
SRR11846555,ROVER,13.18,10.29
SRR11846555,ROXELEMENT,18.98,17.08
SRR11846555,RT1B,58.46,54.08
SRR11846555,RT1C,6.14,4.85
SRR11846555,S2,8.60,6.29
SRR11846555,SGM,0.09,0.00
SRR11846555,SPOCK,0.00,0.00
SRR11846555,SPRINGER,6.72,4.95
SRR11846555,STALKER,28.36,3.35
SRR11846555,STALKER2,9.85,7.37
SRR11846555,STALKER3,12.67,10.51
SRR11846555,STALKER4,33.72,1.24
SRR11846555,TABOR,11.21,9.13
SRR11846555,TAHRE,9.17,7.72
SRR11846555,TAKR1A2,0.00,0.00
SRR11846555,TARTC,13.85,4.77
SRR11846555,TARTVIR,0.47,0.00
SRR11846555,TARTYAK,8.34,1.37
SRR11846555,TC1,26.69,24.44
SRR11846555,TC1-2,18.30,16.50
SRR11846555,TC3,4.96,4.21
SRR11846555,TIRANT,0.65,0.25
SRR11846555,TRANSIB1,4.58,4.20
SRR11846555,TRANSIB2,20.29,18.34
SRR11846555,TRANSIB3,7.58,6.73
SRR11846555,TRANSIB4,4.15,3.50
SRR11846555,TV1,0.00,0.00
SRR11846555,Tinker,11.68,11.00
SRR11846555,U73803,0.00,0.00
SRR11846555,VEGE,0.00,0.00
SRR11846555,VIRUVIR,0.00,0.00
SRR11846555,WORF,0.00,0.00
SRR11846555,YAKHETA,0.00,0.00
SRR11846556,1360,116.47,101.13
SRR11846556,412,34.90,30.18
SRR11846556,ACCORD,9.98,8.15
SRR11846556,AF009439,0.00,0.00
SRR11846556,AF056940,0.03,0.00
SRR11846556,AF222049,23.68,21.13
SRR11846556,AF418572,0.00,0.00
SRR11846556,AF541951,2.02,1.39
SRR11846556,AY561850,2.79,1.49
SRR11846556,BAGGINS,39.14,36.18
SRR11846556,BLOOD,17.91,16.40
SRR11846556,BS,15.82,15.00
SRR11846556,BS3,17.25,15.08
SRR11846556,BS4,1.70,1.56
SRR11846556,BUT1,0.00,0.00
SRR11846556,BUT2,0.00,0.00
SRR11846556,BUT3,0.01,0.00
SRR11846556,BUT4,0.00,0.00
SRR11846556,BUT5,0.00,0.00
SRR11846556,BUT6,0.73,0.04
SRR11846556,Beagle,24.98,21.23
SRR11846556,Beagle2,16.14,12.60
SRR11846556,CIRC,27.60,25.52
SRR11846556,DBU133521,0.00,0.00
SRR11846556,DDBARI1,1.91,0.88
SRR11846556,DFU309320,0.21,0.00
SRR11846556,DH14600,0.00,0.00
SRR11846556,DHMINOS,0.19,0.04
SRR11846556,DHUHUH3,0.00,0.00
SRR11846556,DIVER2,18.98,14.47
SRR11846556,DK29466,0.00,0.00
SRR11846556,DM06920,10.03,6.52
SRR11846556,DM14101,2.62,1.82
SRR11846556,DM23420,15.92,14.10
SRR11846556,DM33463,54.20,33.48
SRR11846556,DM88,20.97,18.55
SRR11846556,DMAURA,7.81,4.12
SRR11846556,DMBARI1,44.06,43.48
SRR11846556,DMBLPP,22.33,21.13
SRR11846556,DMCOPIA,42.42,38.51
SRR11846556,DMCR1A,106.93,89.39
SRR11846556,DMDM11,17.87,15.45
SRR11846556,DME010298,30.25,27.60
SRR11846556,DME278684,23.41,22.06
SRR11846556,DME487856,25.94,23.68
SRR11846556,DME9736,44.32,35.19
SRR11846556,DMGYPF1A,9.85,7.56
SRR11846556,DMHFL1,3.16,2.20
SRR11846556,DMIFACA,30.00,25.41
SRR11846556,DMIS176,34.63,29.56
SRR11846556,DMIS297,39.91,33.37
SRR11846556,DMLINEJA,36.41,35.87
SRR11846556,DMMAR,0.00,0.00
SRR11846556,DMMDG3,27.20,24.40
SRR11846556,DMPOGOR11,26.66,25.58
SRR11846556,DMREPG,12.33,11.38
SRR11846556,DMRER1DM,228.54,221.99
SRR11846556,DMRER2DM,23.63,23.26
SRR11846556,DMRTMGD1,31.36,26.89
SRR11846556,DMTHB1,20.85,16.17
SRR11846556,DMTN1731,18.93,17.24
SRR11846556,DMTNFB,82.33,55.11
SRR11846556,DMTOM1_LTR,12.25,10.44
SRR11846556,DMTRAM,0.00,0.00
SRR11846556,DMTRDNA,19.91,17.66
SRR11846556,DMTRIM,0.00,0.00
SRR11846556,DMU89994,13.82,12.38
SRR11846556,DMW1DOC,92.67,91.14
SRR11846556,DMZAM,7.81,6.47
SRR11846556,DM_ROO,165.71,150.54
SRR11846556,DNTOMRETA,1.04,0.04
SRR11846556,DOC2,21.35,20.76
SRR11846556,DOC3,33.21,31.08
SRR11846556,DOC4,7.33,6.16
SRR11846556,DOC5,16.34,14.52
SRR11846556,DPSEMINIME,0.07,0.00
SRR11846556,DSRN,5.89,3.74
SRR11846556,DSV28T24,0.00,0.00
SRR11846556,DTEII,1.12,0.34
SRR11846556,DV26847,11.03,0.00
SRR11846556,DV49102,0.00,0.00
SRR11846556,DVRPPDV,0.00,0.00
SRR11846556,DVULYSS,0.00,0.00
SRR11846556,Dmel_rhi,1.01,1.00
SRR11846556,Dmel_rpl32,1.00,0.99
SRR11846556,Dmel_tj,0.98,0.97
SRR11846556,F,137.36,133.99
SRR11846556,FB,1.78,0.99
SRR11846556,FROGGER,3.76,3.13
SRR11846556,FW2,4.57,4.20
SRR11846556,FW3,3.08,2.66
SRR11846556,G2,24.32,23.24
SRR11846556,G3,3.15,2.58
SRR11846556,G4_DM,11.86,10.91
SRR11846556,G5A,11.73,10.03
SRR11846556,G5_DM,9.75,9.10
SRR11846556,G6_DM,10.14,9.88
SRR11846556,G7,1.58,1.37
SRR11846556,GALILEO,0.00,0.00
SRR11846556,GEM,0.27,0.00
SRR11846556,GTWIN,3.50,2.58
SRR11846556,GYPSY10,6.22,4.84
SRR11846556,GYPSY11,2.63,1.59
